cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"10886","10062","635840","1491481","Legence Bank","Eldorado","IL","62930","6/30/2019","11/18/2019","NM","1108 Us Highway 45","FIRST ELDORADO BANCSHARES, INC.","14","0","1","2","1","Saline","","","1/1/1906","1/1/1934","10/13/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","318950","2601","1600","6698","5983","2108","2153","66787","38785","39495","71232","51601","28910"
"3108","16061","100357","1416578","Legend Bank, N.A.","Bowie","TX","76230","6/30/2019","11/18/2019","N","101 West Tarrant","LEGEND BANCORP, INC.","14","0","0","2","1","Montague","","","3/1/1890","1/1/1934","5/31/2019","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","478633","3363","7829","32758","33369","7804","7907","75226","76560","119482","109994","1291","0"
"34936","16144","2745426","3100349","Legends Bank","Clarksville","TN","37040","6/30/2019","11/18/2019","NM","310 N First St","LEGENDS FINANCIAL HOLDINGS, INC.","8","0","0","4","0","Montgomery","17300","Clarksville, TN-KY","11/12/1998","11/12/1998","6/24/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","www.legendsbank.com","383257","8500","2378","10912","10411","6445","4556","94771","27767","81036","74671","59562","0"
"12616","15693","865151","1119271","Legends Bank","Linn","MO","65051","6/30/2019","11/18/2019","NM","200 East Main Street","LINN HOLDING COMPANY","10","0","0","4","0","Osage","27620","Jefferson City, MO","3/17/1913","1/1/1934","9/17/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","","291541","10255","32661","24619","7471","732","2031","38566","64690","53737","53212","3054","175"
"10118","0","936640","1137172","Leighton State Bank","Pella","IA","50219","6/30/2019","11/18/2019","NM","900 Washington Street","LEIGHTON INVESTMENT COMPANY","3","0","0","2","1","Marion","","","7/14/1911","1/1/1934","5/23/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","142082","439","2828","5119","6636","5970","7316","13776","23883","19951","37022","14225","3953"
"12395","0","478533","1137453","Lena State Bank","Lena","IL","61048","6/30/2019","11/18/2019","NM","915 South Logan Street","FORESIGHT FINANCIAL GROUP, INC.","2","0","0","2","0","Stephenson","","","1/1/1867","1/1/1934","6/30/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.lenastatebank.com","56856","17","657","606","1472","150","0","12407","8728","7503","15194","4420","5702"
"58604","0","3612525","3612543","Level One Bank","Farmington Hills","MI","48334","6/30/2019","11/18/2019","NM","32991 Hamilton Court","LEVEL ONE BANCORP, INC.","12","0","0","4","0","Oakland","19820","Detroit-Warren-Dearborn, MI","10/5/2007","10/5/2007","3/1/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","WWW.LEVELONEBANK.COM","1189323","8552","9938","17339","20530","61699","58256","399810","36369","167131","255105","136194","3854"
"58428","0","3489071","0","Lewis & Clark Bank","Oregon City","OR","97045","6/30/2019","11/18/2019","NM","1900 Mcloughlin Blvd Ste 67","","3","0","0","4","0","Clackamas","38900","Portland-Vancouver-Hillsboro, OR-WA","12/15/2006","12/15/2006","5/10/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","216421","1508","1330","1984","4367","11899","83","18900","2060","15300","13578","140374","5038"
"297","9961","580847","1250071","Lewisburg Banking Company","Lewisburg","KY","42256","6/30/2019","11/18/2019","SM","287 North Main St","LEWISBURG BANCSHARES CORPORATION","4","0","0","8","1","Logan","","","2/10/1894","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","","81164","3190","6190","1990","1238","6526","15712","6733","11717","4915","6011","7861","8640"
"17943","6722","587800","0","Liberty Bank","Middletown","CT","6457","6/30/2019","11/18/2019","SB","315 Main Street","","55","0","0","4","0","Middlesex","25540","Hartford-West Hartford-East Hartford, CT","5/15/1825","1/2/1959","10/10/2019","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","0","www.liberty-bank.com","3878408","31507","143234","279317","177579","283702","37168","944796","257073","709628","604936","398433","368"
"23754","0","478766","2942832","Liberty Bank","South San Franci","CA","94080","6/30/2019","11/18/2019","SM","500 Linden Avenue","LIBERTY BANCORP","3","0","0","4","0","San Mateo","41860","San Francisco-Oakland-Hayward, CA","4/7/1982","4/7/1982","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","202092","1246","0","0","1180","2195","0","17463","6052","28760","40998","94682","9516"
"11719","12285","371942","1100297","LIBERTY BANK","Liberty","IL","62347","6/30/2019","11/18/2019","NM","1002 North Main Street","LIBERTY BANCORPORATION, INC.","4","0","0","2","0","Adams","","","6/23/1903","1/1/1934","5/7/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","","68386","1627","1564","6362","6297","765","0","4389","11270","21170","11212","3082","0"
"28463","1639","534073","4099365","Liberty Bank","Ironton","OH","45638","6/30/2019","11/18/2019","SA","314 Park Avenue","LIBERTY FEDERAL BANCORP, MHC","2","0","0","5","0","Lawrence","26580","Huntington-Ashland, WV-KY-OH","1/1/1896","2/21/1938","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.libbk.com","33197","1150","4766","138","852","3129","10672","4515","859","857","967","1779","2938"
"20429","0","386432","1084753","Liberty Bank","Geraldine","AL","35974","6/30/2019","11/18/2019","NM","40956 Alabama Highway 75","FIRST BANCORPORATION OF GERALDINE, INC.","6","0","0","8","0","De Kalb","","","5/29/1971","5/29/1971","5/25/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","81401","1943","1592","5970","14877","264","0","6019","12224","14797","20124","2696","350"
"20856","10886","283438","1130548","Liberty Bank and Trust Company","New Orleans","LA","70127","6/30/2019","11/18/2019","NM","6600 Plaza Drive, Suite 600","LIBERTY FINANCIAL SERVICES, INC.","21","0","1","4","0","Orleans","35380","New Orleans-Metairie, LA","11/16/1972","11/16/1972","7/11/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.libertybank.net","342304","13596","23442","14478","10805","13333","64422","39745","19205","62083","41419","22396","12222"
"29009","2758","757377","0","Liberty Bank for Savings","Chicago","IL","60647","6/30/2019","11/18/2019","SB","2392 N Milwaukee Avenue","","5","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1898","4/22/1939","3/31/2006","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","456898","2086","12422","19207","23666","146786","208728","2322","5724","9376","15814","5727","2207"
"26891","11882","1387203","3800658","Liberty Bank Minnesota","Saint Cloud","MN","56301","6/30/2019","11/18/2019","SM","2842 2nd Street South","LIBERTY FINANCIAL SERVICES OF ST. CLOUD, INC.","6","0","0","5","1","Stearns","41060","St. Cloud, MN","1/1/1987","1/1/1987","11/19/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.libertybankmn.com","108999","2165","1134","3059","8405","27671","23830","3947","2960","10449","19928","5434","17"
"26816","10020","593771","0","Liberty Bank, Inc.","Salt Lake City","UT","84102","6/30/2019","11/18/2019","NM","326 South 500 East","","1","0","0","8","0","Salt Lake","41620","Salt Lake City, UT","11/5/1956","10/20/1986","3/9/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","www.libertybankofutah.com","3979","526","310","198","0","120","0","1691","168","719","12","233","0"
"58778","0","3943210","0","Liberty Bay Bank","Poulsbo","WA","98370","6/30/2019","11/18/2019","NM","19917 Seventh Avenue Ne","","1","0","0","4","0","Kitsap","14740","Bremerton-Silverdale, WA","6/11/2009","6/11/2009","11/6/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","83357","649","466","1537","187","4704","5581","18764","4475","6732","13861","18801","6962"
"58852","0","3690121","3810956","Liberty Capital Bank","Addison","TX","75001","6/30/2019","11/18/2019","NM","5055 Keller Springs Rd, # 12","LIBERTY CAPITAL BANCSHARES. INC.","1","0","0","4","1","Dallas","19100","Dallas-Fort Worth-Arlington, TX","9/15/2008","9/15/2008","9/15/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","204758","2202","3595","3174","7158","1035","16794","55756","15143","33912","45047","19550","1392"
"58274","0","3386143","0","Liberty First Bank","Monroe","GA","30655","6/30/2019","11/18/2019","NM","1901 West Spring Street","","1","0","0","4","1","Walton","12060","Atlanta-Sandy Springs-Roswell, GA","6/13/2006","6/13/2006","12/31/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","86793","3351","1572","6149","338","3954","5637","18531","7086","20352","4742","9926","5149"
"11522","15647","68756","1065172","Liberty National Bank","Lawton","OK","73501","6/30/2019","11/18/2019","N","629 S W C Avenue","B.O.E. BANCSHARES, INC.","7","0","0","4","1","Comanche","30020","Lawton, OK","1/1/1902","1/1/1934","7/17/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.lnbok.com","381217","1712","6510","20271","12678","11268","5174","53735","47383","76362","75237","46390","22255"
"6516","10519","130813","1246579","Liberty National Bank","Ada","OH","45810","6/30/2019","11/18/2019","N","118 South Main Street","LIBERTY BANCSHARES, INC.","6","0","0","4","0","Hardin","","","10/1/1893","1/1/1934","10/13/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","263281","4213","8809","3503","1194","11054","13920","39690","7674","18277","39713","43489","69894"
"57505","0","3140822","3137701","Liberty National Bank","Sioux City","IA","51106","6/30/2019","11/18/2019","N","4425 Singing Hills Blvd.","LIBERTY FINANCIAL SERVICES, INC.","11","0","1","2","0","Woodbury","43580","Sioux City, IA-NE-SD","3/17/2003","3/17/2003","10/27/2008","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","337697","2028","3661","9876","7888","7634","19642","70673","51052","44537","71098","42402","6683"
"32242","8039","839572","3828698","Liberty Savings Bank, F.S.B.","Wilmington","OH","45177","6/30/2019","11/18/2019","SA","3435 Airborne Road, Suite B","JAMES R. POWELL REVOCABLE TRUST","8","0","1","5","1","Clinton","","","9/14/1984","9/14/1984","12/11/2013","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","535258","25063","64731","40717","49705","97879","220180","3307","2354","1836","1404","1670","18768"
"17096","15708","883351","1126569","Liberty State Bank","Powers Lake","ND","58773","6/30/2019","11/18/2019","NM","111 Main Street","LIBERTY BANCORPORATION, INC.","1","0","0","2","1","Burke","","","4/17/1952","4/17/1952","9/10/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","42382","0","368","671","2888","2843","0","17180","7867","3394","3813","1562","1796"
"10121","15849","644646","1204784","Liberty Trust & Savings Bank","Durant","IA","52747","6/30/2019","11/18/2019","NM","502 Eighth Avenue","LIBERTY BANCORPORATION","4","0","0","2","0","Cedar","","","1/1/1905","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","86482","260","807","2866","9011","677","0","5825","15111","21295","19749","10771","110"
"34073","14239","2339795","2260406","Libertyville Bank & Trust Company","Libertyville","IL","60048","6/30/2019","11/18/2019","SM","507 North Milwaukee Avenue","WINTRUST FINANCIAL CORPORATION","8","0","0","4","0","Lake","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/10/1995","10/10/1995","9/30/2019","Stock","0","0","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.libertyvillebank.com","1257305","8427","4588","12459","26751","12066","918","598429","325903","96257","125956","40903","0"
"31217","6555","715872","3837542","LifeStore Bank","West Jefferson","NC","28694","6/30/2019","11/18/2019","SM","205 South Jefferson Avenue","ASHECO MHC, INC.","4","0","0","4","0","Ashe","","","1/1/1939","3/22/1961","5/1/2018","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","www.golifestore.com","194405","4056","728","9079","20455","22386","35145","32153","4391","10821","39045","14135","632"
"58646","0","3648337","0","Lighthouse Bank","Santa Cruz","CA","95060","6/30/2019","11/18/2019","NM","2020 North Pacific Avenue","","2","0","0","4","0","Santa Cruz","42100","Santa Cruz-Watsonville, CA","10/29/2007","10/29/2007","5/6/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","229620","5260","0","478","6147","5166","0","81029","16131","12486","52422","50502","0"
"9314","12848","522847","1249712","Limestone Bank, Inc.","Louisville","KY","40223","6/30/2019","11/18/2019","NM","2500 Eastpoint Parkway","LIMESTONE BANCORP, INC","16","0","0","4","0","Jefferson","31140","Louisville-Jefferson County, KY-IN","3/24/1902","1/1/1934","2/20/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","","803114","7592","12629","20308","20643","40925","40576","277609","30072","113400","101213","123470","12649"
"28963","2694","930871","3790487","Lincoln 1st  Bank","Lincoln Park","NJ","7035","6/30/2019","11/18/2019","SB","31 Boonton Turnpike","LINCOLN PARK BANCORP, MHC","2","0","0","5","0","Morris","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1922","5/21/1956","6/27/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","190185","7221","20525","25600","13262","18610","34978","22160","5238","11856","19746","8574","2014"
"29692","3896","529275","3824346","Lincoln FSB of Nebraska","Lincoln","NE","68508","6/30/2019","11/18/2019","SA","1101 N Street","LINCOLN FEDERAL BANCORP, M.H.C.","13","0","0","5","0","Lancaster","30700","Lincoln, NE","1/1/1906","8/2/1937","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","247395","2313","3232","1913","3196","69390","85021","8058","17497","4099","1492","17691","30261"
"14207","0","589943","1210169","Lincoln Savings Bank","Cedar Falls","IA","50613","6/30/2019","11/18/2019","NM","301 Washington Street","LINCOLN BANCORP","16","0","0","4","0","Black Hawk","47940","Waterloo-Cedar Falls, IA","1/1/1902","3/26/1934","1/16/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.mylsb.com","1038003","3491","7696","26067","30888","48675","28050","213411","106695","152435","119792","255013","31688"
"8390","0","667551","1495788","Lincoln State Bank","Hankinson","ND","58041","6/30/2019","11/18/2019","NM","302 Main Avenue South","LINCOLN HOLDING COMPANY","3","0","0","2","1","Richland","","","8/3/1903","1/1/1934","6/3/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","39915","313","33","444","620","1192","0","11306","5007","6435","8479","3873","1968"
"57971","0","3376733","3802278","LincolnWay Community Bank","New Lenox","IL","60451","6/30/2019","11/18/2019","NM","1000 East Lincoln Highway","LWCBANCORP, INC.","3","0","0","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/29/2005","8/29/2005","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","161233","11345","9227","3843","4900","495","344","59957","22825","25733","15611","3659","0"
"1073","0","185859","1095889","Lindell Bank & Trust Company","St. Louis","MO","63139","6/30/2019","11/18/2019","SM","6900 Clayton Avenue","FIRST ILLINOIS BANCORP, INC.","12","0","1","4","1","Saint Louis City","41180","St. Louis, MO-IL","1/1/1923","1/1/1934","4/1/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","280749","15939","9606","31591","20206","1047","379","74467","25993","56529","34538","8801","369"
"35077","0","2754389","5272361","LINKBANK","West Chester","PA","19382","6/30/2019","11/18/2019","NM","605 Willowbrook Lane","LINKBANCORP","4","0","0","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","2/26/1999","2/26/1999","8/11/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.linkbank.com","77869","1346","394","2069","2064","7761","1707","1947","1845","4870","5063","29289","19515"
"29800","4107","133971","0","Lisle Savings Bank","Lisle","IL","60532","6/30/2019","11/18/2019","SB","1450 Maple","","3","0","0","8","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1917","8/19/1954","11/1/2016","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","233843","2","39","906","2316","67582","129880","8378","2530","426","964","4073","9802"
"18209","8748","822408","2937100","Litchfield Bancorp","Litchfield","CT","6759","6/30/2019","11/18/2019","SB","294 West Street","CONNECTICUT MUTUAL HOLDING COMPANY","6","0","0","4","0","Litchfield","","","1/1/1850","7/1/1960","5/3/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","","198799","958","2245","7158","6723","29088","50763","24946","6104","22645","25181","14018","7982"
"11821","0","537551","1122301","Little Horn State Bank","Hardin","MT","59034","6/30/2019","11/18/2019","NM","835 North Center Avenue","ANTLER LAND COMPANY","2","0","0","2","0","Big Horn","","","1/1/1919","1/1/1934","4/25/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","81984","213","1088","3671","4135","657","429","24449","6748","14756","23435","1471","273"
