cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"16910","0","449430","3438051","22nd State Bank","Louisville","AL","36048","6/30/2019","11/18/2019","NM","1920 Main Street","FEB BANCSHARES, INC.","5","0","0","4","1","Barbour","","","1/1/1917","5/29/1950","10/1/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","13758","1076","3057","9625","6264","748","1763","3753","1716","726","731","259","1465","358","621","486","78","26","23","29","72","42","16","14","48","22","25","1","33","25","6","2"
"91005","0","455253","4754758","5Star Bank","Colorado Springs","CO","80914","6/30/2019","11/18/2019","NM","Peterson Air Force Base, 455","LITTLE LONDON BANCORP","5","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","34526","782","4650","29094","13399","1819","4502","7078","285","60","225","0","0","0","0","0","111","16","31","64","135","71","40","24","2","1","1","0","0","0","0","0"
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","6/30/2019","11/18/2019","NM","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","20807","919","2556","17332","15098","3095","3817","8186","2169","141","887","1141","862","158","38","666","76","16","21","39","193","104","47","42","13","4","6","3","9","4","1","4"
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","6/30/2019","11/18/2019","SA","6 Bowery","","6","0","1","5","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","45425","80","2156","43189","9","9","0","0","0","0","0","0","0","0","0","0","130","2","14","114","15","15","0","0","0","0","0","0","0","0","0","0"
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","6/30/2019","11/18/2019","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","6/30/2019","11/18/2019","SB","205 South Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","5307","485","1583","3239","2319","739","1326","254","0","0","0","0","0","0","0","0","40","15","15","10","42","32","9","1","0","0","0","0","0","0","0","0"
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","6/30/2019","11/18/2019","NM","401 East Spruce Street","ABBY BANCORP, INC.","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","10/24/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","","48744","2671","11748","34325","15298","4739","3879","6680","29970","4357","11290","14323","17967","7020","6638","4309","261","73","96","92","279","210","42","27","246","115","84","47","379","306","56","17"
"26590","13875","61476","3728930","ABINGTON BANK","Abington","MA","2351","6/30/2019","11/18/2019","SM","6 Harrison Avenue","HOMETOWN FINANCIAL GROUP MHC","6","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1916","3/6/1986","5/18/2019","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","0","","52026","949","3973","47104","8143","724","1522","5897","0","0","0","0","0","0","0","0","210","28","56","126","95","53","18","24","0","0","0","0","0","0","0","0"
"19600","0","535753","2107707","Academy Bank, National Association","Kansas City","MO","64154","6/30/2019","11/18/2019","N","8551 N Boardwalk Avenue","DICKINSON FINANCIAL CORPORATION II","73","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","10/17/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","43613","109","1999","41505","16446","1345","4031","11070","2050","277","458","1315","377","123","0","254","109","9","15","85","195","95","46","54","14","5","3","6","10","7","0","3"
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","6/30/2019","11/18/2019","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","11123","2017","2181","6925","7565","3820","1678","2067","12555","1168","5478","5909","16900","6651","3972","6277","95","61","18","16","214","189","18","7","80","24","38","18","352","282","47","23"
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","6/30/2019","11/18/2019","NM","8712 West Dodge Road","3MV BANCORP, INC.","7","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","WWW.ACCESSBANK.COM","49443","1111","6007","42325","40716","5020","7793","27903","472","20","94","358","1207","125","102","980","183","27","42","114","405","220","77","108","4","1","1","2","8","5","1","2"
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","6/30/2019","11/18/2019","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","5","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","44914","491","6408","38015","36717","7111","10960","18646","2776","364","1234","1178","2006","196","1151","659","139","10","42","87","427","247","110","70","23","9","10","4","18","9","7","2"
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","6/30/2019","11/18/2019","NM","16 Lincoln Square","ACNB CORPORATION","29","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","7/1/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","","164120","4588","28400","131132","37044","10030","9562","17452","23845","1831","7871","14143","4624","2376","1931","317","663","113","220","330","534","376","98","60","152","47","59","46","90","68","20","2"
"18489","12279","463650","5006472","Adams Bank & Trust","Ogallala","NE","69153","6/30/2019","11/18/2019","SM","315 North Spruce Street","ADAGE, LLC","20","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","74709","4488","13829","56392","62115","22005","12931","27179","32529","2276","8775","21478","99935","30336","34295","35304","351","104","104","143","925","748","103","74","201","61","69","71","929","615","206","108"
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","6/30/2019","11/18/2019","SB","2 Center Street","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","20733","1622","6781","12330","9082","3946","3015","2121","45","45","0","0","0","0","0","0","126","37","50","39","222","178","33","11","1","1","0","0","0","0","0","0"
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","6/30/2019","11/18/2019","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","2858","362","590","1906","3953","817","1423","1713","13428","1247","2893","9288","14390","1697","2854","9839","21","10","6","5","52","32","14","6","92","27","26","39","136","64","33","39"
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","6/30/2019","11/18/2019","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","81","0","81","0","2245","1507","248","490","6620","571","3203","2846","9854","3631","3169","3054","1","0","1","0","94","90","2","2","45","10","24","11","189","136","37","16"
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","6/30/2019","11/18/2019","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","18","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","55094","1977","10844","42273","68614","12769","23750","32095","0","0","0","0","0","0","0","0","248","45","90","113","652","344","197","111","0","0","0","0","0","0","0","0"
"27015","13964","541307","1250138","Admirals Bank","Boston","MA","2116","6/30/2019","11/18/2019","SA","579 Boylston Street","ADMIRALS BANCORP, INC.","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","9/30/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","6371","411","949","5011","3386","36","1024","2326","224","30","73","121","0","0","0","0","58","28","14","16","35","4","14","17","5","3","1","1","0","0","0","0"
"8251","0","94858","1399505","Adrian Bank","Adrian","MO","64720","6/30/2019","11/18/2019","SM","130 East Main Street","ADRIAN BANCSHARES, INC.","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","12053","1951","3895","6207","9600","5053","2070","2477","20842","2821","8964","9057","14047","7680","4098","2269","112","58","35","19","256","225","23","8","169","69","72","28","475","424","42","9"
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","6/30/2019","11/18/2019","NM","322 Maine Avenue","ADRIAN BUILDING CORPORATION","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","","1673","254","833","586","3873","863","870","2140","5796","399","1607","3790","12696","4316","4934","3446","17","9","5","3","67","52","7","8","40","8","16","16","220","161","40","19"
"18152","15877","438050","1066928","Advantage Bank","Oklahoma City","OK","73141","6/30/2019","11/18/2019","NM","8001 Ne 23rd Street","SPENCER BANCSHARES, INC.","2","0","0","8","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","10/8/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","6559","502","2227","3830","3159","1794","1147","218","263","38","0","225","309","0","0","309","50","13","24","13","108","97","10","1","3","2","0","1","2","0","0","2"
"57072","0","2927615","0","Advantage Bank","Loveland","CO","80538","6/30/2019","11/18/2019","NM","1475 North Denver Avenue","","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","8/4/2019","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","","56870","1861","9306","45703","19030","5301","5969","7760","522","0","157","365","25","25","0","0","180","33","55","92","209","150","35","24","2","0","1","1","1","1","0","0"
"10375","14584","189549","3155273","Advantage Community Bank","Dorchester","WI","54425","6/30/2019","11/18/2019","NM","101 W Business County Rd. A","ADVANTAGE COMMUNITY BANCSHARES, INC.","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","7/1/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.advantagecommunity.com","14173","1003","3299","9871","12678","1899","3459","7320","7894","1189","2943","3762","3639","1222","1548","869","100","33","31","36","149","97","30","22","81","34","32","15","75","53","19","3"
"34885","14544","965789","5189450","Affiliated Bank, National Association","Bedford","TX","76021","6/30/2019","11/18/2019","N","500 Harwood Rd.","SBH MANAGER, LLC","4","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","2/28/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.affiliatedbank.com","59873","1982","6409","51482","43523","3867","5170","34486","627","53","93","481","0","0","0","0","194","36","48","110","279","134","52","93","3","1","1","1","0","0","0","0"
"57264","0","3118447","3118456","AFFINITY BANK","Atlanta","GA","30339","6/30/2019","11/18/2019","NM","400 Galleria Pkwy Se, # 900","ABB FINANCIAL GROUP, INC.","1","0","0","4","0","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","12/27/2017","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.myaffinitybank.com","51083","201","4345","46537","111670","8155","15211","88304","0","0","0","0","0","0","0","0","147","5","31","111","686","277","150","259","0","0","0","0","0","0","0","0"
"35267","14939","2909330","0","AIG Federal Savings Bank","Wilmington","DE","19809","6/30/2019","11/18/2019","SA","503 Carr Road, Suite 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","6/30/2019","11/18/2019","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","20","0","0","4","0","Lamb","","","9/19/1925","1/1/1934","4/27/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","75782","6021","11299","58462","68727","17151","11418","40158","16838","2243","6029","8566","14450","3382","4087","6981","385","145","92","148","1036","778","127","131","133","55","47","31","264","180","44","40"
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","6/30/2019","11/18/2019","NM","2170 Highland Avenue","ALAMERICA BANCCORP, INC.","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","2087","129","249","1709","2025","392","988","645","114","0","114","0","0","0","0","0","13","3","5","5","30","13","13","4","1","0","1","0","0","0","0","0"
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","6/30/2019","11/18/2019","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","17506","1185","3499","12822","6838","2167","2175","2496","5828","453","1594","3781","7614","2753","2464","2397","107","45","31","31","122","93","20","9","36","12","12","12","152","120","22","10"
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","6/30/2019","11/18/2019","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","45675","74","2363","43238","12157","352","1027","10778","0","0","0","0","0","0","0","0","101","3","19","79","49","12","10","27","0","0","0","0","0","0","0","0"
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","6/30/2019","11/18/2019","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","","53428","8913","17274","27241","8698","4331","2557","1810","270","30","240","0","0","0","0","0","463","246","136","81","276","241","25","10","2","1","1","0","0","0","0","0"
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","6/30/2019","11/18/2019","SM","13216 Broadway","","2","0","0","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","35353","3221","13611","18521","26704","7444","4160","15100","0","0","0","0","0","0","0","0","199","61","91","47","313","246","31","36","4","4","0","0","0","0","0","0"
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","6/30/2019","11/18/2019","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","17","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","115800","1216","12620","101964","190899","35799","50065","105035","8222","741","4106","3375","22947","8383","8178","6386","362","22","99","241","2033","1166","497","370","69","15","31","23","431","326","81","24"
"13080","0","585235","1201989","Algonquin State Bank","Algonquin","IL","60102","6/30/2019","11/18/2019","NM","2400 Huntington Drive North","FIRST ALGONQUIN COMPANY","4","0","0","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","12/23/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","3940","257","503","3180","1238","173","528","537","0","0","0","0","0","0","0","0","14","5","3","6","17","10","4","3","0","0","0","0","0","0","0","0"
"20093","16002","25357","0","All America Bank","Oklahoma City","OK","73128","6/30/2019","11/18/2019","NM","200 South Rockwell Avenue","","7","0","0","2","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","6/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","32139","4439","7642","20058","12584","6515","2017","4052","34242","5616","14713","13913","45735","14195","18406","13134","254","139","63","52","396","363","22","11","304","141","112","51","869","652","167","50"
"58629","0","3579589","3744239","Allegiance Bank","Houston","TX","77040","6/30/2019","11/18/2019","NM","8727 W Sam Houston Pkwy N","ALLEGIANCE BANCSHARES, INC.","28","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","2/2/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","532792","7627","54695","470470","369546","59221","86262","224063","5417","454","2348","2615","3492","667","1554","1271","1517","147","386","984","3777","2178","825","774","34","8","18","8","53","34","14","5"
"197","9807","493741","1138405","Alliance Bank","Francesville","IN","47946","6/30/2019","11/18/2019","NM","101 West Montgomery Street","ALLIANCE BANCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","8/17/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","18205","1234","2985","13986","17594","6611","4767","6216","20188","1622","8194","10372","31351","17145","6682","7524","117","44","32","41","343","274","50","19","143","42","65","36","300","248","36","16"
"11569","10383","176464","2127068","Alliance Bank","Sulphur Springs","TX","75482","6/30/2019","11/18/2019","NM","100 Jefferson Street","ALLIANCE BANCSHARES, INC.","16","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","3/6/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","alliancebank.com","37323","2048","6465","28810","26606","9515","5810","11281","7912","2720","3231","1961","7482","4254","2048","1180","175","52","54","69","683","577","60","46","120","79","31","10","281","256","20","5"
"34930","0","2694944","2695727","Alliance Bank","Topeka","KS","66614","6/30/2019","11/18/2019","NM","3001 Southwest Wanamaker Rd","NEW MILLENNIUM BANKSHARES, INC.","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","13064","432","2313","10319","16817","7013","3256","6548","1273","511","762","0","566","454","112","0","60","17","19","24","432","376","33","23","15","10","5","0","23","22","1","0"
"12511","11730","21658","1126082","Alliance Bank","Mondovi","WI","54755","6/30/2019","11/18/2019","NM","245 South Eau Claire Street","GEBSCO, INC.","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","9/30/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","16483","2485","4807","9191","4957","1725","1939","1293","16823","2242","5503","9078","7791","2552","2887","2352","160","68","51","41","169","100","52","17","167","68","52","47","245","169","50","26"
"10973","12291","166652","1127146","Alliance Bank","Lake City","MN","55041","6/30/2019","11/18/2019","NM","105 East Lyon Avenue","ALLIANCE FINANCIAL SERVICES, INC.","7","0","0","4","0","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","9/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","44867","2347","9583","32937","41158","9416","11724","20018","32432","3449","13054","15929","29447","7930","7823","13694","216","55","75","86","452","297","71","84","204","66","88","50","362","255","65","42"
"34566","0","2619714","3253629","Alliance Bank","Cape Girardeau","MO","63701","6/30/2019","11/18/2019","NM","217 North Kingshighway","ALLIANCE BANCSHARES, INC.","4","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","19742","1609","5957","12176","11061","4713","2387","3961","13773","1438","5481","6854","10412","3138","3648","3626","129","40","51","38","226","179","28","19","98","35","40","23","184","134","33","17"
"57733","0","3276543","5216570","Alliance Bank & Trust Company","Gastonia","NC","28054","6/30/2019","11/18/2019","NM","292 West Main Ave","PBD HOLDINGS, LLC","4","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","2/4/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","35429","1331","7431","26667","10902","2561","1954","6387","293","89","204","0","0","0","0","0","160","31","58","71","163","109","28","26","3","1","2","0","0","0","0","0"
"15657","0","601658","3615441","Alliance Bank Central Texas","Waco","TX","76710","6/30/2019","11/18/2019","NM","4721 Bosque Blvd","ABCT HOLDINGS, INC.","5","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","4/5/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","26238","2149","3776","20313","12033","3519","3848","4666","1412","416","515","481","2849","1819","1030","0","124","51","28","45","212","161","34","17","16","11","3","2","107","101","6","0"
"9631","0","924937","1406971","Alliance Community Bank","Petersburg","IL","62675","6/30/2019","11/18/2019","NM","321 North Sixth Street","AC BANCORP, INC.","4","0","0","2","1","Menard","44100","Springfield, IL","5/18/1910","1/1/1934","10/31/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","11323","2002","3627","5694","7407","4603","1858","946","19864","2220","7338","10306","15828","5357","5546","4925","105","53","37","15","290","265","20","5","155","60","60","35","288","218","47","23"
"1946","11748","35057","2352253","Alliant Bank","Madison","MO","65263","6/30/2019","11/18/2019","NM","101 East Broadway","NEMO BANCSHARES, INC","5","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","20240","4170","5380","10690","7709","3127","2146","2436","23956","4359","9749","9848","8077","3613","2556","1908","196","116","49","31","203","168","29","6","223","108","76","39","225","190","27","8"
"55130","0","2140348","3051580","Allied First Bank,sb","Oswego","IL","60543","6/30/2019","11/18/2019","SB","3201 Orchard Rd","ALLIED FIRST BANCORP, INC.","1","0","0","5","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","6768","107","1575","5086","4337","191","1061","3085","0","0","0","0","0","0","0","0","26","3","13","10","54","15","12","27","0","0","0","0","0","0","0","0"
"4051","0","146056","3176559","AllNations Bank","Calumet","OK","73014","6/30/2019","11/18/2019","SM","114 East Main Street","ALLNATIONS BANCORPORATION, INC.","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","620","135","119","366","2901","1032","569","1300","602","79","137","386","4693","1121","1015","2557","4","2","1","1","49","40","6","3","5","2","2","1","53","38","9","6"
"57803","0","3284070","1562859","Ally Bank","Sandy","UT","84070","6/30/2019","11/18/2019","SM","200 West Civic Centre Drive","ALLY FINANCIAL INC.","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","http://www.ally.com","59000","0","0","59000","7613000","7425000","14000","174000","0","0","0","0","0","0","0","0","101","0","0","101","297926","297216","152","558","0","0","0","0","0","0","0","0"
"58424","0","3633173","0","Alma Bank","Astoria","NY","11102","6/30/2019","11/18/2019","NM","28-31 31st Street","","13","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","7/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","66756","0","2451","64305","51483","3615","9325","38543","0","0","0","0","0","0","0","0","133","0","14","119","238","89","72","77","0","0","0","0","0","0","0","0"
"15426","0","224552","5188060","Almena State Bank","Almena","KS","67622","6/30/2019","11/18/2019","NM","500 Main Street","ALMENA INVESTMENTS LLC","3","0","0","2","1","Norton","","","1/1/1934","10/3/1936","7/30/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.almenastatebank.com","2631","1324","807","500","6627","3479","2941","207","6545","1823","3485","1237","21309","4627","7773","8909","88","37","10","41","192","118","31","43","128","52","52","24","309","185","77","47"
