cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,eqcprev,eqcrest,netinc,eqcstkrx,eqctrstx,eqcmrg,eqcdivp,eqcdivc,eqccompi,eqcbhctr,eq
"31361","6809","339072","4264789","Colonial Savings, F.A.","Fort Worth","TX","76102","6/30/2019","11/18/2019","SA","2626c West Freeway","JED TRUST, THE","9","0","0","5","1","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1962","6/10/1963","7/21/2011","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.gocolonial.com","243335","0","1378","0","0","0","0","0","4748","0","249461"
"22257","0","491934","1085170","Colony Bank","Fitzgerald","GA","31750","6/30/2019","11/18/2019","NM","302 South Main Street","COLONY BANKCORP, INC.","30","0","0","4","0","Ben Hill","","","4/15/1976","4/15/1976","5/1/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","117015","0","6209","0","0","33316","0","3350","8421","0","161611"
"33111","8876","1718469","3835164","Colorado Federal Savings Bank","Greenwood Villag","CO","80111","6/30/2019","11/18/2019","SA","8400 E Prentice Ave, # 840","SILVER QUEEN FINANCIAL SERVICES, INC.","1","0","0","4","0","Arapahoe","19740","Denver-Aurora-Lakewood, CO","6/29/1990","6/29/1990","8/18/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","0","www.coloradofederalbank.com","214544","0","3837","0","0","0","0","1238","7978","0","225121"
"13986","0","403254","0","Colorado National Bank","Denver","CO","80202","6/30/2019","11/18/2019","N","707 17th St, Ste 100","","1","0","0","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","12/11/1905","2/27/1934","4/12/2019","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","6179","0","831","0","0","0","0","0","21","130","7161"
"28834","2454","174572","2571120","Columbia Bank","Fair Lawn","NJ","7410","6/30/2019","11/18/2019","SA","19-01 Route 208","COLUMBIA BANK MHC","51","0","0","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1926","12/27/1937","7/21/2011","Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.columbiabankonline.com","764633","0","26693","1639","0","0","0","25000","11124","0","779089"
"5677","0","216632","5216570","Columbia Bank","Lake City","FL","32055","6/30/2019","11/18/2019","NM","173 Northwest Hillsboro St.","PBD HOLDINGS, LLC","5","0","0","4","0","Columbia","","","1/1/1912","1/1/1934","2/6/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","","21277","0","366","0","0","0","0","0","1415","0","23058"
"22312","0","1006344","1022858","Columbia National Bank","Columbia","IL","62236","6/30/2019","11/18/2019","N","700 Colombia Centre","COLUMBIA BANCSHARES, INC.","1","0","0","4","1","Monroe","41180","St. Louis, MO-IL","8/2/1976","8/2/1976","10/24/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","6194","0","249","0","0","0","0","388","104","0","6159"
"28480","1672","596277","0","Columbia Savings and Loan Association","Milwaukee","WI","53205","6/30/2019","11/18/2019","SA","2020 W Fond Du Lac Ave","","1","0","0","4","0","Milwaukee","33340","Milwaukee-Waukesha-West Allis, WI","1/1/1924","6/2/1939","7/21/2011","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","2145","0","-56","0","0","0","0","0","0","0","2089"
"33826","11814","2078290","2078816","Columbia State Bank","Tacoma","WA","98402","6/30/2019","11/18/2019","NM","1301 A Street","COLUMBIA BANKING SYSTEM, INC.","156","0","1","4","0","Pierce","42660","Seattle-Tacoma-Bellevue, WA","8/16/1993","8/16/1993","3/19/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","0","www.columbiabank.com","2049855","782","99341","0","0","0","0","80000","82413","0","2152391"
"15010","12524","241559","4499983","Columbus Bank and Trust Company","Columbus","NE","68601","6/30/2019","11/18/2019","NM","2501 13th Street","COLBANK BANCORP","2","0","0","2","1","Platte","","","12/26/1934","2/2/1935","7/1/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","15295","0","1021","0","0","0","0","826","195","0","15685"
"12305","11963","891253","2100119","Columbus State Bank","Columbus","TX","78934","6/30/2019","11/18/2019","NM","1102 Milam Street","CENTRAL TEXAS BANKSHARE HOLDINGS, INC.","2","0","0","2","0","Colorado","","","8/19/1919","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.columbusstate.com","13244","0","385","0","0","0","0","210","0","0","13419"
"27499","0","1391778","0","Comenity Bank","Wilmington","DE","19803","6/30/2019","11/18/2019","NM","1 Righter Parkway, # 100","","1","0","0","3","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/1/1989","5/1/1989","1/1/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","www.comenity.com","1852978","0","232863","2416","0","0","0","225000","3017","0","1866274"
"57570","0","3224580","0","Comenity Capital Bank","Draper","UT","84020","6/30/2019","11/18/2019","NM","12921 S Vista Station Blvd","","1","0","0","3","0","Salt Lake","41620","Salt Lake City, UT","12/1/2003","12/1/2003","4/1/2019","Stock","0","0","FDIC","DIF","San Francisco","NEW YORK","Salt Lake City","San Francisco","Western","West","0","0","www.direct.comenity.com","1174810","0","136763","0","0","0","0","0","2471","109","1314153"
"983","0","60143","1199844","Comerica Bank","Dallas","TX","75201","6/30/2019","11/18/2019","SM","1717 Main Street","COMERICA INCORPORATED","442","1","1","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","3/5/1849","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","www.comerica.com","7371000","-14000","636000","0","0","0","0","650000","228000","0","7571000"
"1596","0","772446","1199844","Comerica Bank & Trust, National Association","Ann Arbor","MI","48104","6/30/2019","11/18/2019","N","101 North Main Street","COMERICA INCORPORATED","1","0","0","7","0","Washtenaw","11460","Ann Arbor, MI","2/29/1908","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","DALLAS","Detroit","Chicago","Central","Central","0","0","www.comerica.com","50869","6","10914","0","0","0","0","0","0","0","61789"
"58446","0","3537897","0","Commencement Bank","Tacoma","WA","98402","6/30/2019","11/18/2019","SM","1102 Commerce St. Suite 100","","3","0","0","4","0","Pierce","42660","Seattle-Tacoma-Bellevue, WA","12/11/2006","12/11/2006","8/20/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","42461","0","2105","85","0","0","0","0","262","0","44913"
"24998","0","601050","1049341","Commerce Bank","Kansas City","MO","64106","6/30/2019","11/18/2019","SM","1000 Walnut Street","COMMERCE BANCSHARES, INC.","176","0","1","4","0","Jackson","28140","Kansas City, MO-KS","2/21/1984","2/21/1984","8/31/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.commercebank.com","2587659","0","204652","4766","0","0","0","120000","172700","0","2849777"
"10212","14499","49054","2452630","Commerce Bank","Geneva","MN","56035","6/30/2019","11/18/2019","NM","101 Central Avenue South","COMMERCE BANCSHARES, INC.","2","0","0","2","1","Freeborn","","","1/1/1915","1/1/1934","5/31/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","25899","0","591","0","0","0","0","662","504","0","26332"
"23772","10794","625159","1104231","Commerce Bank","Laredo","TX","78041","6/30/2019","11/18/2019","NM","5800 San Dario","INTERNATIONAL BANCSHARES CORPORATION","4","0","0","5","0","Webb","29700","Laredo, TX","3/31/1982","3/31/1982","6/15/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","0","www.ibc.com","93182","0","4853","0","0","0","0","7000","4316","0","95352"
"34938","0","2746245","3135435","Commerce Bank","Corinth","MS","38834","6/30/2019","11/18/2019","SM","306 South Cass Street","COMMERCE HOLDING CORPORATION","1","0","0","4","1","Alcorn","","","1/19/1999","1/19/1999","9/19/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","","12948","0","1059","0","0","0","0","417","577","0","14167"
"57279","0","3131400","3254363","Commerce Bank of Arizona","Tucson","AZ","85716","6/30/2019","11/18/2019","NM","3805 E. Broadway Boulevard","CBOA FINANCIAL, INC.","4","0","0","4","0","Pima","46060","Tucson, AZ","8/5/2002","8/5/2002","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","","24021","0","1078","0","0","0","0","0","214","0","25313"
"15346","0","174367","3681905","Commerce Bank Texas","Stockdale","TX","78160","6/30/2019","11/18/2019","NM","112 West Fordtran Drive","COMMERCE FINANCIAL CORPORATION","2","0","0","4","0","Wilson","41700","San Antonio-New Braunfels, TX","2/1/1932","1/31/1936","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.commercebanktx.com","9501","0","240","0","0","0","0","155","79","0","9665"
"35019","0","2807173","2806662","Commerce Community Bank","Oak Grove","LA","71263","6/30/2019","11/18/2019","NM","600 East Main Street","DELTA BANCSHARES OF LOUISIANA, INC.","2","0","1","2","0","West Carroll","","","8/2/1999","8/2/1999","12/14/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","5566","0","379","0","0","0","0","0","580","0","6525"
"57429","0","3148613","3148622","Commerce National Bank & Trust","Winter Park","FL","32789","6/30/2019","11/18/2019","N","1201 South Orlando Avenue","COMMERCE NATIONAL BANKSHARES OF FLORIDA, INC.","1","0","0","4","1","Orange","36740","Orlando-Kissimmee-Sanford, FL","2/3/2003","2/3/2003","7/26/2007","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.cnbt-fl.com","13824","0","578","0","0","0","0","150","262","0","14514"
"58020","0","3366239","3366220","Commerce State Bank","West Bend","WI","53095","6/30/2019","11/18/2019","NM","1700 S Silverbrook Dr","COMMERCE FINANCIAL HOLDINGS, INC.","4","0","0","4","0","Washington","33340","Milwaukee-Waukesha-West Allis, WI","8/31/2005","8/31/2005","12/13/2011","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","61283","0","3691","131","0","0","0","0","715","0","65820"
"57176","0","3052813","0","Commerce West Bank","Irvine","CA","92612","6/30/2019","11/18/2019","SM","2111 Business Center Drive","","2","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","9/24/2001","9/24/2001","12/1/2012","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","www.cwbk.com","59232","0","4078","-293","0","0","0","1266","1426","0","63177"
"59114","0","5227101","0","CommerceOne Bank","Birmingham","AL","35209","6/30/2019","11/18/2019","NM","2100 Southbridge Parkway, #","","1","0","0","4","0","Jefferson","13820","Birmingham-Hoover, AL","6/4/2018","6/4/2018","6/4/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","www.commerceonebank.com","45930","0","-329","152","0","0","0","0","308","0","46061"
"22354","11527","497039","2492485","Commercial Bank","Harrogate","TN","37752","6/30/2019","11/18/2019","SM","6710 Cumberland Gap Parkway","ROBERTSON HOLDING COMPANY, L.P.","31","0","1","4","0","Claiborne","","","11/1/1976","11/1/1976","1/2/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","117945","0","8134","0","0","0","0","1800","1077","0","125356"
"27409","0","1225752","3101560","Commercial Bank","Saint Louis","MO","63146","6/30/2019","11/18/2019","NM","2330 West Port Plaza Drive","COMMERCIAL BANCSHARES, INC.","4","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","12/21/1988","12/21/1988","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","15082","0","386","0","0","0","0","0","1207","0","16675"
"12246","0","42457","1053142","Commercial Bank","Nelson","NE","68961","6/30/2019","11/18/2019","NM","4th&Main S.W Corner , Nelson","C L C ENTERPRISES, INC.","1","0","0","2","0","Nuckolls","","","4/1/1894","1/1/1934","3/7/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","5999","0","288","0","0","0","0","150","323","0","6460"
"9310","10744","358112","2538860","Commercial Bank","West Liberty","KY","41472","6/30/2019","11/18/2019","NM","550 Main Street","COMMERCIAL BANCSHARES, INC., SAVINGS & EMPLOYEE STOCK OWNERSHIP PLAN","1","0","0","8","1","Morgan","","","1/1/1910","1/1/1934","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","20915","0","585","0","0","0","0","70","400","0","21830"
"18584","13502","513340","1249299","Commercial Bank","Alma","MI","48801","6/30/2019","11/18/2019","NM","301 North State Street","COMMERCIAL NATIONAL FINANCIAL CORPORATION","10","0","0","4","0","Gratiot","","","8/29/1962","8/29/1962","1/1/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","47411","0","2519","0","0","0","0","1350","641","0","49221"
"11777","52254","296559","0","Commercial Bank","Parsons","KS","67357","6/30/2019","11/18/2019","NM","1901 Main Street","","9","0","0","8","1","Labette","","","5/30/1874","1/1/1934","6/6/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","","27720","0","1764","0","0","0","0","3000","4051","0","30535"
"8660","11618","467658","1099382","Commercial Bank & Trust Co.","Paris","TN","38242","6/30/2019","11/18/2019","NM","101 North Poplar St.","COMMERCIAL HOLDING COMPANY","12","0","1","4","1","Henry","","","5/15/1877","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","","79555","0","6813","0","0","0","0","1900","5283","0","89751"
"90","12628","23643","1098198","Commercial Bank & Trust Company","Monticello","AR","71655","6/30/2019","11/18/2019","SM","212 West Gaines Street","DREW BANCSHARES, INC.","5","0","0","4","1","Drew","","","1/1/1913","1/1/1934","12/11/2013","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","17534","0","1085","0","0","0","0","386","2704","0","20937"
"14333","12113","945026","1823738","Commercial Bank and Trust of PA","Latrobe","PA","15650","6/30/2019","11/18/2019","NM","900 Ligonier Street","COMMERCIAL NATIONAL FINANCIAL CORPORATION","9","0","0","4","0","Westmoreland","38300","Pittsburgh, PA","5/4/1934","5/4/1934","5/21/2009","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","WWW.cbthebank.com","59306","0","2211","0","0","0","0","1488","4829","0","64858"
"57417","0","3189063","2925406","Commercial Bank of California","Irvine","CA","92612","6/30/2019","11/18/2019","NM","19752 Macarthur Boulevard","CBC BANCORP","7","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","5/15/2003","5/15/2003","12/7/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","96185","0","3247","0","0","0","0","0","1541","0","100973"
"15741","0","1008553","2354592","Commercial Bank of Mott","Mott","ND","58646","6/30/2019","11/18/2019","NM","325 Brown Avenue","COMMERCIAL BANK OF MOTT EMPLOYEE STOCK OWNERSHIP PLAN","1","0","0","2","1","Hettinger","","","6/12/1940","6/13/1940","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","14418","0","1372","400","0","0","0","1500","397","0","15087"
"9811","0","829452","1053339","Commercial Bank of Oak Grove, Mo.","Oak Grove","MO","64075","6/30/2019","11/18/2019","NM","1114 Broadway","COUNTRY AGENCIES & INVESTMENTS, INC.","1","0","0","4","0","Jackson","28140","Kansas City, MO-KS","1/1/1907","1/1/1934","8/12/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","11656","0","137","0","0","0","0","141","137","0","11789"
"1209","11054","885869","1107595","Commercial Bank of Texas, National Association","Nacogdoches","TX","75961","6/30/2019","11/18/2019","N","215 East Main Street","NACOGDOCHES COMMERCIAL BANCSHARES, INC.","20","0","0","4","0","Nacogdoches","","","10/14/1901","1/1/1934","10/13/2018","Stock","0","1","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","71715","0","4303","0","0","0","0","587","3263","0","78694"
"16246","13248","381932","4625858","Commercial Banking Company","Valdosta","GA","31603","6/30/2019","11/18/2019","SA","3462 North Valdosta Road","LEE L. MIKUTA TRUST","5","0","0","4","0","Lowndes","46660","Valdosta, GA","1/1/1934","11/15/1995","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","33910","0","1321","0","0","0","0","2500","506","0","33238"
"34784","0","2756730","2757111","Commercial Capital Bank","Delhi","LA","71232","6/30/2019","11/18/2019","NM","311 Broadway","CAPITAL BANCORP, INC.","4","0","1","2","1","Richland","","","2/22/1999","2/22/1999","4/1/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","19693","0","1631","0","0","0","0","180","0","0","21144"
"19024","11263","794149","1118818","Commercial National Bank of Texarkana","Texarkana","TX","75503","6/30/2019","11/18/2019","N","5515 Summerhill Road","COMMERCIAL BANCSHARES, INC.","6","0","1","4","1","Bowie","45500","Texarkana, TX-AR","2/5/1964","2/5/1964","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.cnbtxk.com","16362","0","1832","0","0","0","0","1438","2047","0","18803"
"231","0","194440","1132971","Commercial Savings Bank","Carroll","IA","51401","6/30/2019","11/18/2019","SM","325 W Hwy 30","COMMERCIAL BAN CORP.","2","0","0","4","1","Carroll","","","1/1/1917","1/1/1934","8/13/2018","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","14808","0","1419","0","0","0","0","524","186","0","15890"
"16188","0","415855","0","Commercial State Bank","Cedar Bluffs","NE","68015","6/30/2019","11/18/2019","NM","127 W Main St","","1","0","0","2","0","Saunders","36540","Omaha-Council Bluffs, NE-IA","7/24/1935","9/8/1944","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","1465","0","62","0","0","0","0","0","61","0","1588"
