cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"14073","11305","682143","3340015","Hillsdale County National Bank","Hillsdale","MI","49242","6/30/2019","11/18/2019","N","1 South Howell Street","CNB COMMUNITY BANCORP, INC.","14","0","0","4","0","Hillsdale","","","3/19/1934","3/19/1934","9/5/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","195","686857","66298","56718","16144","0","581314","7119","0","5902","30","3709","13460","686857","619392","605321","466049","605321","78.6997803794647","0","0","10750","0","3321","67465","67465","0","5282","15275","46908","0","2297","0","2466","654176","140313","680463.67","689821.5","547965","691851","5024","5024","0","0","39471","6151","10750","1823","163019","64825","6853","163019","0"
"19184","10647","1454","1054840","Hilltop National Bank","Casper","WY","82601","6/30/2019","11/18/2019","N","300 Country Club","MIDLAND FINANCIAL CORPORATION","6","0","0","7","1","Natrona","16220","Casper, WY","7/27/1964","7/27/1964","3/2/2018","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","","138","740537","59154","45782","398023","0","264751","3400","0","3961","0","0","14648","740537","646734","643518","434574","643518","72.0827105286873","0","0","0","0","3216","93803","93803","0","1000","1214","91589","0","83","0","3152","708556","297621","767236.67","745862","325885","757053","7502","7502","0","0","34965","12628","0","2286","48859","92367","3427","48859","2286"
"90211","8328","673909","0","Hingham Institution for Savings","Hingham","MA","2043","6/30/2019","11/18/2019","SB","55 Main Street","","12","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","4/2/1834","7/1/1985","12/1/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.hinghamsavings.com","87","2614536","328212","318261","44955","0","2171196","14787","0","15938","0","0","54235","2614536","2384956","1666278","1437325","1666278","67.392821720729","0","0","712559","0","6119","229580","229580","0","2134","11980","215466","0","640","0","5691","2534412","865882","2506855","2555976","1866137","2533742","12599","12599","0","0","891280","27","710300","0","254209","229580","14787","254209","0"
"33849","14285","2119773","2260406","Hinsdale Bank & Trust Company","Hinsdale","IL","60521","6/30/2019","11/18/2019","SM","25 East First Street","WINTRUST FINANCIAL CORPORATION","12","0","0","4","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/28/1993","10/28/1993","7/18/2015","Stock","0","0","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.hinsdalebank.com","181","2578798","112873","93185","260378","4","1972905","11195","6716","38635","1489","84800","100998","2578798","2250589","2146651","1726356","2146651","70.742032127594","0","6712","70809","0","26417","328209","328209","0","2150","209538","116521","0","9493","0","9616","2326472","358724","2515420","2543922","2236813","2400017","19220","13047","3820","2353","154801","12350","70000","0","429183","246828","11408","429183","476020"
"2805","11114","117038","2081834","HNB First Bank","Headland","AL","36345","6/30/2019","11/18/2019","NM","40 Main Street","HNB HOLDING COMPANY, INC.","3","0","0","2","1","Henry","20020","Dothan, AL","8/16/1933","1/1/1934","4/1/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://www.hnbfirst.com","35","154466","20610","17439","15303","906","110226","1198","0","2315","710","0","4396","154466","138644","136718","112790","136718","80.3692501022853","0","0","0","0","1926","15822","15822","0","1200","1950","12672","0","116","0","920","143874","17604","151574","152635.5","114057","150979","2500","1903","0","597","9537","852","0","264","15251","15771","1198","15251","607"
"4540","0","908553","0","HNB National Bank","Hannibal","MO","63401","6/30/2019","11/18/2019","N","100 North Main Street","","14","0","0","2","1","Marion","","","1/1/1888","1/1/1934","8/1/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","133","480009","30442","24073","31648","0","383220","4468","0","9659","64","938","24038","480009","416400","413701","347098","413701","84.2080595284113","0","0","0","0","2699","63609","63609","0","2078","20237","41294","0","1363","0","3450","438941","9536","475233.33","477954.5","394903","474095","12064","12064","0","0","6547","290","0","2740","56208","62256","4961","56208","0"
"19354","0","931355","1130678","Hodge Bank & Trust Company","Hodge","LA","71247","6/30/2019","11/18/2019","NM","4619 Quitman Highway","HODGE BANCSHARES, INC.","1","0","0","4","1","Jackson","","","1/26/1965","1/26/1965","5/14/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","15","71417","4909","1205","9352","6025","50353","1186","0","64","0","0","714","71417","58029","57196","45561","57196","90.4323088468855","0","0","0","0","833","13388","13388","0","156","6844","6388","0","1584","0","287","66935","1772","70746","71525","45038","71300","269","269","0","0","7726","1367","0","0","1560","13384","571","1560","0"
"9080","0","568135","2391784","Holcomb Bank","Rochelle","IL","61068","6/30/2019","11/18/2019","NM","233 E. Il Route 38","HOLCOMB BANCORP, INC., EMPLOYEE STOCK OWNERSHIP PLAN","5","0","0","4","1","Ogle","","","7/5/1892","1/1/1934","8/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","58","189175","12808","7153","28401","735","139318","1292","0","5630","319","506","1458","189175","169614","168659","134993","168659","87.5526726954216","0","0","0","0","955","19561","19561","0","225","2775","16561","0","2642","0","1069","175607","32056","186640.33","187193","149560","188946","84","84","0","0","11096","258","0","1111","10594","19217","1292","10594","4"
"21448","0","617275","0","Holladay Bank & Trust","Salt Lake City","UT","84117","6/30/2019","11/18/2019","NM","2020 East 4800 South Street","","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","2/20/1974","2/20/1974","8/18/2015","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","http://www.holladaybank.com","12","57489","13773","13316","2132","400","38054","969","0","1189","0","0","1941","57489","47859","47322","34022","47322","84.7873822895993","0","0","0","0","537","9630","9630","0","1050","358","8222","0","400","0","195","53902","2430","58487.67","57681","39226","57374","1636","1636","0","0","2897","36","0","0","9846","9543","496","9846","0"
"321","0","725741","1119057","Holmes County Bank & Trust Company","Lexington","MS","39095","6/30/2019","11/18/2019","NM","316 Court Square","HOLMES COUNTY CAPITAL CORPORATION","4","0","0","7","1","Holmes","27140","Jackson, MS","1/1/1932","1/1/1934","5/29/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","","20","123054","13204","9524","51837","4429","44919","784","0","1326","335","0","7004","123054","107187","104844","85551","104844","68.0770366982094","0","0","0","0","2343","15867","15867","0","440","3335","12092","0","2663","0","729","110709","31494","121879.67","124427.5","58869","124941","5706","3672","970","1064","7239","519","0","0","5392","15367","736","5392","0"
"4664","52228","840251","1141722","Home Bank and Trust Company","Eureka","KS","67045","6/30/2019","11/18/2019","NM","217 North Main Street","GREENWOOD COUNTY FINANCIAL SERVICES, INC.","6","0","0","4","1","Greenwood","","","8/4/1904","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","31","105196","3046","598","5282","880","90587","1069","0","2977","0","0","2424","105196","96862","91826","70412","91826","84.3224755700326","0","0","4700","0","336","8334","8334","0","450","2795","5089","0","80","0","516","97347","431","104845.67","105139","86783","103731","1580","1580","0","0","13094","683","4700","0","7993","8329","1069","7993","0"
"5629","0","596642","3029196","Home Bank of Arkansas","Portland","AR","71663","6/30/2019","11/18/2019","NM","113 Highway 165 South","PEOPLES HOME HOLDING, INC","5","0","0","4","0","Ashley","","","1/23/1908","1/1/1934","2/25/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.homebankofar.com","29","72824","1525","0","2370","6275","58046","932","0","3122","407","0","1079","72824","65190","64869","58494","64869","95.8504764381089","0","0","0","0","321","7634","7634","0","585","4757","2292","0","545","0","284","66691","532","73207.33","74447.5","54228","73753","0","0","0","0","6102","0","0","0","4783","7642","681","4783","0"
"26271","15532","118660","0","Home Bank of California","San Diego","CA","92123","6/30/2019","11/18/2019","NM","4493 Ruffin Road","","1","0","0","4","1","San Diego","41740","San Diego-Carlsbad, CA","10/31/1981","6/3/1985","3/16/2018","Stock","0","0","FDIC","DIF","San Francisco","KANSAS CITY","Orange","San Francisco","Western","Western","0","1","","22","179229","16323","15246","68","0","160587","1410","0","298","0","170","1783","179229","155083","131487","130559","131487","94.971404234607","0","0","23426","0","170","24146","24146","0","800","550","22796","0","0","0","606","175901","9172","171428.33","175300","132984","174694","0","0","0","0","21803","0","23426","0","0","24146","1410","0","0"
"29881","4255","1015270","0","Home Bank SB","Martinsville","IN","46151","6/30/2019","11/18/2019","SA","59 West Washington Street","","5","0","0","8","0","Morgan","26900","Indianapolis-Carmel-Anderson, IN","1/1/1890","1/4/1955","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.homebanksb.com","82","314196","16446","14250","85943","548","184962","2317","0","10737","0","631","14929","314195","273615","255939","202079","255939","74.132805523448","0","0","15000","0","2676","40580","40475","0","0","0","40475","105","1300","0","1361","285703","155867","310335.67","315601.5","199979","314998","9528","3437","0","6091","13651","1350","15000","389","39986","38902","2317","39986","0"
"28094","890","929978","3851191","Home Bank, National Association","Lafayette","LA","70508","6/30/2019","11/18/2019","N","503 Kaliste Saloom","HOME BANCORP, INC.","40","0","1","4","0","Lafayette","29180","Lafayette, LA","1/1/1908","4/5/1935","12/6/2017","Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.home24bank.com","457","2216350","72093","32623","269789","0","1680210","17239","0","47698","1980","65463","79117","2216350","1913488","1839131","1379767","1839131","73.6909234933788","0","0","60154","0","14203","302862","302862","0","0","117132","185730","0","28367","0","7774","1982622","550925","2188466.33","2207617.5","1655228","2121589","39927","23447","0","16480","103205","7376","54615","4501","425672","236445","17239","425672","0"
"9196","13733","138556","2525048","Home Banking Company","Selmer","TN","38375","6/30/2019","11/18/2019","NM","795 Poplar Avenue","HOME BANCSHARES, INC.","5","0","1","7","0","Mcnairy","","","3/15/1915","1/1/1934","5/6/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","","25","89246","7474","5476","40056","1513","33950","369","0","2841","16","201","3195","89246","79148","78059","40946","78059","81.552565202361","0","0","0","0","1089","10098","10098","0","122","378","9598","0","617","0","461","80995","39820","91589.33","91435","51366","91292","2200","1411","789","0","4247","3378","0","0","4805","9771","369","4805","0"
"8884","11575","852357","1056910","Home Exchange Bank","Jamesport","MO","64648","6/30/2019","11/18/2019","NM","220 South Broadway","COUNTRY BANCSHARES, INC.","3","0","0","2","1","Daviess","","","5/29/1925","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","21","161746","7174","5469","81595","0","67098","4671","0","526","0","0","5353","161746","142458","122883","102226","122883","84.3713421771362","743","0","18351","0","481","19288","19288","0","200","735","18353","0","4","0","1047","154162","62032","164842.67","164572.5","89088","166912","3195","3195","0","0","29481","1938","18351","0","12976","19397","1157","12976","0"
"27654","57","804374","4253121","Home Federal Bank","Shreveport","LA","71105","6/30/2019","11/18/2019","SA","222 Florida St","HOME FEDERAL BANCORP, INC. OF LOUISIANA","8","0","0","4","0","Caddo","43340","Shreveport-Bossier City, LA","1/1/1924","11/17/1934","12/8/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","59","442812","15333","8270","64097","2775","332744","3452","0","13558","1366","0","12939","442812","392253","388965","328813","388965","81.8939456257969","0","0","1355","0","1933","50559","50559","0","15304","0","35255","0","3750","265","1169","407886","138506","434563","438866.5","303946","441176","6948","0","0","6948","49314","3905","1355","8608","49563","50171","3452","49563","0"
"31236","6586","902672","3066977","Home Federal Bank Corporation","Middlesboro","KY","40965","6/30/2019","11/18/2019","NM","1602-08 E. Cumberland Ave.","HFB FINANCIAL CORPORATION","6","0","1","4","0","Bell","","","1/1/1920","6/19/1961","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","95","381494","10410","6515","65136","0","282530","3468","124","8762","175","0","14357","381495","337287","308577","262121","308577","88.593307451504","0","0","25629","0","3081","44208","44208","0","4184","269","39755","0","707","0","1465","354305","239250","381681.67","381839","256589","381243","9547","9365","0","182","41254","1381","25629","145","26786","43906","3212","26786","0"
"34652","14725","2728746","3838259","Home Federal Bank of Hollywood","Hallandale Beach","FL","33009","6/30/2019","11/18/2019","SA","900 North Federal Highway","HOME BANCGROUP, INC.","1","0","0","4","0","Broward","33100","Miami-Fort Lauderdale-West Palm Beach, FL","9/8/1998","9/8/1998","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","12","52494","5442","3955","2284","0","38172","276","0","5581","0","87","928","52494","45291","38588","37546","38588","92.6714988351023","0","0","6500","0","203","7203","7203","0","3","9943","-2743","0","228","0","230","44411","5131","52568.33","52624.5","34614","52587","0","0","0","0","7147","0","6500","0","0","7102","276","0","0"
"29683","3879","105473","0","Home Federal Bank of Tennessee","Knoxville","TN","37901","6/30/2019","11/18/2019","SA","515 Market Street","","23","0","0","9","0","Knox","28940","Knoxville, TN","6/15/1936","6/15/1936","7/21/2011","Non-Stock","0","1","OCC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.homefederalbanktn.com","412","2194920","46202","25858","1090147","0","1002110","9199","6350","25921","0","0","24190","2194921","1787708","1705738","1502582","1705738","86.8708275935149","67234","0","0","0","14736","407213","407213","0","0","0","407213","0","8377","0","7221","2124465","842638","2176898","2189140.5","1258277","2191826","0","0","0","0","176838","2641","0","706","352953","415381","9530","357953","0"
"31774","7450","582878","0","Home Federal Savings and Loan Association","Bamberg","SC","29003","6/30/2019","11/18/2019","SA","2990 Main Highway","","1","0","0","5","0","Bamberg","","","1/1/1920","1/16/1976","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","7","41220","1560","754","1200","2023","34475","67","0","498","50","0","1414","41220","35926","35189","35188","35189","94.6271369341739","0","0","0","0","737","5294","5294","0","0","0","5294","0","231","0","147","38452","16295","40499.67","40865","23379","40942","996","996","0","0","5884","810","0","0","2001","5294","67","2001","0"
"29476","3519","317379","0","Home Federal Savings and Loan Association of Grand Island","Grand Island","NE","68801","6/30/2019","11/18/2019","SA","221 South Locust Street","","7","0","0","4","0","Hall","24260","Grand Island, NE","6/1/1935","7/5/1935","1/1/2016","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.homefederalne.com","71","287801","9276","2871","79458","343","186808","3756","0","4412","0","905","6599","287801","252775","246004","199805","246004","85.9547019739076","0","0","0","0","6771","35026","35026","0","0","0","35026","0","1067","0","1152","269480","93181","287794.67","290682","207839","289369","1079","1079","0","0","7246","1772","0","328","32375","35077","2619","32375","3031"
"28349","1412","71073","3828634","Home Federal Savings and Loan Association of Niles","Niles","OH","44446","6/30/2019","11/18/2019","SA","55 North Main Street","FIRST NILES FINANCIAL, INC.","1","0","0","5","0","Trumbull","49660","Youngstown-Warren-Boardman, OH-PA","1/1/1897","7/12/1935","12/1/2016","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","11","94230","2852","2126","35049","0","49135","398","0","310","377","0","6507","94230","81686","57954","56402","57954","87.6726977939528","0","0","23593","0","139","12544","12544","0","18","8433","4093","0","614","0","302","86310","65091","97473.67","96827","53252","96740","3515","1191","0","2324","12745","892","23400","0","6460","12397","398","6460","0"
"29042","2818","796572","2500719","Home Federal Savings Bank","Rochester","MN","55901","6/30/2019","11/18/2019","SA","1016 Civic Center Drive","HMN FINANCIAL, INC.","14","0","1","4","0","Olmsted","40340","Rochester, MN","7/1/1934","10/11/1934","4/8/2016","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","178","721666","16713","6166","80049","0","601345","8624","0","13736","444","2878","6501","721666","636223","628370","464674","628370","84.1748121048236","0","0","0","0","7853","85443","85443","0","10","55602","29831","0","2683","1074","2522","687560","156567","718172.33","721641","622503","715765","0","0","0","0","17403","100","0","5864","148500","84382","7791","148500","16797"
"27417","12504","724904","5278411","Home Loan Investment Bank, F.S.B.","Warwick","RI","2886","6/30/2019","11/18/2019","SA","1 Home Loan Plaza, Suite 3","JAMESTOWN TRUST#3","3","0","0","6","1","Kent","39300","Providence-Warwick, RI-MA","1/1/1979","12/30/1994","9/4/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","138","330222","22196","21960","1517","0","294447","4531","0","3620","189","1564","6689","330222","301125","274823","268033","274823","95.1656860497695","0","0","24000","0","2302","29097","29097","0","92","35008","-6003","0","3059","109","1342","317924","170645","311223.33","315832","269696","315696","0","0","0","0","48878","0","24000","15483","8335","29091","3392","8335","78084"
"90040","0","499154","0","Home Loan State Bank","Grand Junction","CO","81501","6/30/2019","11/18/2019","NM","205 N. 4th Street","","2","0","0","4","0","Mesa","24300","Grand Junction, CO","12/16/1960","9/28/1987","5/29/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","26","127415","8005","6870","41785","0","71000","788","0","5646","0","0","979","127415","117182","111156","82603","111156","78.0420234583004","0","0","5625","0","401","10233","10233","3000","211","1227","5795","0","446","0","546","119655","67953","124509","125269.5","86465","123475","0","0","0","0","4160","1061","5625","981","20635","10169","788","20635","0"
"6680","0","79127","0","Home National Bank","Racine","OH","45771","6/30/2019","11/18/2019","N","209 Third Street","","3","0","0","6","1","Meigs","","","4/10/1910","1/1/1934","6/2/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.homenatlbank.com","23","65943","1938","469","12312","759","45544","675","0","2251","68","0","3071","65944","57108","55274","41855","55274","78.4065834689817","0","0","1331","0","503","8836","8836","0","125","125","8586","0","2424","0","265","59084","6279","65027","64972.5","43166","66168","2379","2379","0","0","4218","2319","1331","0","1981","8719","542","1981","0"
"27898","508","612878","0","Home Savings and Loan Association of Carroll County, F.A.","Norborne","MO","64668","6/30/2019","11/18/2019","SA","210 E Second Street","","2","0","0","6","0","Carroll","","","1/1/1919","3/1/1954","7/1/2017","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","12","85613","17773","17076","10132","0","54910","1039","0","426","0","0","2372","85613","67903","67702","67202","67702","97.4403662949561","0","0","0","0","201","17710","17710","0","0","0","17710","0","996","0","404","82118","12372","86074.33","85671","44683","85868","1727","1727","0","0","5030","0","0","0","1076","17642","564","1076","0"
"30248","5042","255873","4522199","Home Savings Bank","Madison","WI","53703","6/30/2019","11/18/2019","SB","3762 E. Washington Avenue","HOME BANCORP WISCONSIN, INC.","4","0","0","4","0","Dane","31540","Madison, WI","1/1/1895","12/1/1944","6/28/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","29","154010","23371","22031","1721","0","118586","1340","0","5059","42","0","5231","154010","139088","118458","108980","118458","93.183677945655","0","0","17271","0","3359","14922","14922","0","1","16806","-1885","0","408","0","410","142338","19271","149381","152443.5","95795","149727","3602","981","0","2621","4843","1175","16655","0","14383","14917","1199","14383","0"
"26798","9457","460770","1480560","Home Savings Bank","Salt Lake City","UT","84165","6/30/2019","11/18/2019","NM","3539 South Main Street","HOME CREDIT CORPORATION","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","1/1/1979","10/3/1986","7/1/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","","14","124172","657","610","3593","11651","104621","1540","0","1573","860","0","1217","124172","105941","105228","102828","105228","91.6994283326686","0","0","0","0","713","18231","18231","0","500","350","17381","0","535","0","478","120475","60065","124894","124505","98409","124080","0","0","0","0","19620","1402","0","0","8072","18231","1234","8072","0"
"35385","0","932277","3831250","Home Savings Bank","Youngstown","OH","44503","6/30/2019","11/18/2019","NM","275 West Federal Street","UNITED COMMUNITY FINANCIAL CORPORATION","35","0","1","4","0","Mahoning","49660","Youngstown-Warren-Boardman, OH-PA","10/3/2000","10/3/2000","4/13/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","0","www.homesavings.com","494","2858678","51810","22892","319009","0","2328971","20437","471","21284","871","27429","108833","2858678","2563372","2299856","1861338","2299856","84.3108950956713","146","0","233000","0","30370","295306","295306","0","1000","151638","142668","0","12872","0","8956","2671343","1405385","2833660.67","2849739","2189340","2808361","65002","54103","0","10899","311415","1541","233000","97476","605707","289698","20437","605707","237436"
"28246","1227","765877","0","Home Savings Bank","Chanute","KS","66720","6/30/2019","11/18/2019","SA","214 N. Lincoln Ave.","","1","0","0","5","0","Neosho","","","1/1/1886","12/14/1938","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","","13","75254","1075","396","26493","0","42310","529","0","513","0","0","4863","75254","60460","51738","47337","51738","89.2512800695585","374","0","6823","0","1525","14794","14794","0","0","0","14794","0","43","0","305","69199","24875","74303.33","74626","41003","72910","2946","2946","0","0","14388","420","6823","0","4303","13506","520","4303","0"
"30176","4893","868572","0","Home Savings Bank of Wapakoneta","Wapakoneta","OH","45895","6/30/2019","11/18/2019","NM","1 South Blackhoof Street","","1","0","0","5","0","Auglaize","","","11/24/1941","11/24/1941","2/15/2019","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","6","37427","2724","2404","6038","0","27678","186","0","410","0","0","577","37427","32363","31744","27724","31744","92.9563273402815","0","0","497","0","122","5064","5064","0","0","0","5064","0","0","0","97","36120","28284","37295.33","37082","21598","37062","0","0","0","0","807","586","497","0","5701","5008","186","5701","0"
"31723","7384","33370","0","Home Savings Bank, FSB","Ludlow","KY","41016","6/30/2019","11/18/2019","SA","202 Elm Street","","1","0","0","8","0","Kenton","17140","Cincinnati, OH-KY-IN","1/1/1941","1/10/1975","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","5","24446","6931","6789","4161","0","12432","116","0","192","0","0","730","24446","20608","19565","19239","19565","98.6659851776131","0","0","1000","0","43","3838","3838","0","0","0","3838","0","240","0","95","23382","10168","25304","25009","9931","24656","0","0","0","0","2511","710","1000","0","878","3745","116","878","0"
"14867","10587","653947","1205905","Home State Bank","Jefferson","IA","50129","6/30/2019","11/18/2019","NM","115 West State Street","GREENE INVESTMENT CO.","1","0","0","2","1","Greene","","","1/1/1934","11/10/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.hsbankiowa.com","44","254368","9540","4644","24780","0","213028","2774","0","2860","296","349","3515","254368","231456","225551","175736","225551","72.9864553824363","4853","0","550","0","502","22912","22912","0","700","4217","17995","0","2212","0","2166","242452","75854","256760.33","257817","220005","257780","0","0","0","0","32380","1626","550","421","45566","22470","2750","45566","0"
